RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2024187,Donna Boone,22,Female,ECE,2,A,CMRIT,Prof. Meena,9.21,8.49,6.77,7.18,7.37,5.84,5.04,5.06,7.91,26,21,30,84,5,2,122133,58659,False,0,59,7,0.71,12,5,Medium
CMR2023387,James Padilla,19,Female,MECH,1,C,CMRIT,Dr. Ramesh,6.3,8.92,5.55,9.74,5.38,6.65,8.06,9.06,7.61,24,22,22,80,7,1,125768,36431,True,2,38,8,0.92,14,7,Low
CMR2023376,Glen Wood,23,Male,MECH,4,A,CMRIT,Prof. Meena,8.75,8.12,7.72,8.17,7.52,9.03,8.34,9.26,8.36,23,23,27,66,6,0,149595,104897,True,1,80,4,0.55,12,8,High
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023829,Kenneth Knight,23,Female,CIVIL,3,A,CMRIT,Prof. Meena,5.84,5.8,5.92,6.75,8.77,7.67,6.76,8.98,6.79,30,26,22,81,0,1,83610,122236,True,3,44,8,0.83,14,3,Medium
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023552,Diana Hays,22,Female,AIML,2,A,CMRIT,Dr. Arvind,8.81,5.86,9.83,6.92,7.71,5.09,5.8,7.86,7.86,29,24,27,98,3,4,37653,30082,True,3,48,5,0.62,2,3,Low
CMR2023457,Brenda Thornton,20,Female,CIVIL,4,A,CMRIT,Prof. Kavya,8.12,5.83,6.76,7.16,9.98,5.12,9.87,7.78,7.58,27,23,26,47,4,2,145926,39523,False,0,97,4,0.37,3,4,High
CMR2023888,Chris Velazquez,18,Male,CIVIL,3,B,CMRIT,Prof. Kavya,8.25,9.04,5.22,6.17,5.45,9.56,8.0,8.81,7.28,25,28,24,82,7,7,9603,127852,True,2,39,4,0.46,9,8,High
CMR2023580,William Evans,23,Female,MECH,3,A,CMRIT,Prof. Meena,8.76,5.2,9.59,7.1,8.29,6.35,5.26,5.34,7.55,29,20,21,77,8,3,130036,16147,False,0,66,7,0.68,4,3,Medium
CMR2023913,Emily Nelson,20,Female,CIVIL,3,B,CMRIT,Prof. Kavya,6.08,5.93,7.0,8.86,6.49,7.21,8.97,5.87,6.93,29,28,26,100,5,3,117564,55679,False,0,42,9,0.34,12,10,Medium
CMR2023863,Tiffany Townsend,21,Female,CSE,4,A,CMRIT,Prof. Kavya,5.21,8.4,5.59,8.5,5.46,9.2,9.11,8.15,7.45,24,23,21,75,5,8,29084,57348,True,3,68,4,0.37,8,5,High
CMR2023991,Brian Harris,18,Female,CIVIL,1,A,CMRIT,Prof. Meena,9.57,7.28,7.17,6.34,6.83,8.97,8.97,8.36,8.43,29,25,21,96,1,4,52265,61804,False,0,20,8,0.56,12,2,Low
CMR2023494,Meghan Cisneros,22,Male,EEE,2,C,CMRIT,Prof. Meena,8.14,9.44,9.9,8.73,8.53,9.91,9.02,6.32,9.05,25,25,23,90,8,2,88926,146654,False,0,29,9,0.39,13,4,Low
CMR2023726,Christian Dawson,18,Female,AIML,3,B,CMRIT,Prof. Kavya,7.35,5.19,8.7,9.88,7.83,8.08,9.81,7.21,7.84,21,30,29,77,7,0,98872,41006,False,0,48,6,0.44,11,6,Low
CMR2023500,Jennifer Banks,20,Male,ECE,2,C,CMRIT,Prof. Kavya,9.5,7.49,8.02,9.99,9.6,9.69,9.64,7.74,8.75,26,27,21,90,6,0,22160,93694,True,2,38,5,0.97,7,4,Low
CMR2023154,Brenda Hall,22,Male,ECE,2,C,CMRIT,Dr. Arvind,6.06,9.53,9.26,5.71,5.92,8.08,6.26,5.57,7.64,30,29,20,71,5,5,148878,125917,True,2,28,6,0.37,11,10,Medium
CMR2023900,Danielle Smith,22,Male,ECE,3,C,CMRIT,Dr. Arvind,8.21,9.98,6.13,5.88,5.45,9.27,8.68,5.34,7.49,25,30,24,59,4,6,145913,69864,False,0,69,4,0.96,14,4,High
CMR2024122,John Garcia,19,Male,AIML,4,A,CMRIT,Prof. Meena,9.91,8.81,6.45,6.74,5.92,7.36,5.03,8.09,7.29,20,28,24,71,6,3,41104,147808,False,0,52,9,0.35,10,3,Medium
CMR2023697,Alicia Li,21,Female,MECH,2,A,CMRIT,Prof. Kavya,7.97,7.97,7.12,5.84,5.23,9.77,6.2,8.36,7.22,22,20,22,96,0,2,124950,102004,False,0,86,5,0.35,7,8,High
CMR2024038,Samuel Suarez,22,Male,MECH,4,B,CMRIT,Dr. Arvind,9.01,6.09,9.87,8.67,7.87,9.15,7.37,5.73,7.97,23,25,30,78,2,8,57603,26275,False,0,61,6,0.78,11,6,High
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2023371,Debra White,23,Female,CSE,1,A,CMRIT,Dr. Ramesh,9.59,9.61,8.84,6.0,6.64,6.59,9.98,7.43,9.6,27,21,24,78,6,0,124165,15035,True,3,38,9,0.45,9,1,Low
CMR2024026,Lee Steele,22,Female,CIVIL,1,A,CMRIT,Prof. Meena,6.65,9.04,9.2,9.87,5.55,7.3,8.79,5.89,7.84,28,23,21,95,6,3,62760,86539,True,0,27,5,0.97,1,5,Low
CMR2023898,Kevin Snyder,22,Male,CIVIL,1,C,CMRIT,Prof. Meena,9.39,7.25,7.23,5.27,9.41,6.16,9.87,9.02,8.32,30,24,25,41,3,6,116765,139316,False,0,53,7,0.98,9,5,High
CMR2023259,Mrs. Kristen Reyes,20,Male,CIVIL,2,B,CMRIT,Dr. Arvind,9.12,8.23,6.28,8.01,7.03,5.57,5.96,6.23,7.91,24,27,27,82,8,2,119329,115629,True,1,40,6,0.4,4,5,Low
CMR2023557,Gary Wells,18,Female,AIML,1,B,CMRIT,Dr. Arvind,8.62,5.76,9.66,6.23,5.04,9.28,8.83,7.57,7.19,20,28,28,95,5,4,19902,108233,True,1,26,7,0.41,2,4,Medium
CMR2023493,Mark Cox,23,Female,MECH,1,B,CMRIT,Prof. Kavya,7.21,5.2,7.74,8.34,6.37,7.47,9.17,9.92,6.21,23,23,27,66,8,8,61614,43109,True,2,51,4,0.9,7,8,High
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023966,Marie Thompson,19,Male,ECE,3,A,CMRIT,Dr. Arvind,7.72,9.72,8.78,8.12,5.25,8.7,5.25,6.31,8.05,23,30,27,72,1,2,114355,116331,True,1,73,7,0.42,14,1,Medium
CMR2023160,Paul Castaneda,23,Female,CSE,2,A,CMRIT,Prof. Kavya,7.87,5.81,8.15,5.2,7.86,5.28,6.29,5.9,6.76,26,29,29,50,3,6,9881,79305,True,1,77,8,0.99,13,8,High
CMR2023878,Michelle Jackson,20,Male,EEE,4,B,CMRIT,Prof. Kavya,6.86,9.63,9.21,7.15,5.8,9.21,6.23,7.02,7.64,28,30,25,78,7,3,110785,73779,False,0,29,6,0.7,4,6,Low
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2023120,Larry Dixon,23,Female,AIML,2,B,CMRIT,Dr. Arvind,8.67,6.47,5.89,5.01,8.51,7.86,9.25,8.85,6.51,29,20,22,60,2,1,88418,62906,True,3,38,6,0.82,3,6,Medium
CMR2023738,Mr. David Wright,18,Female,ECE,2,C,CMRIT,Prof. Meena,5.77,8.39,8.14,6.7,9.36,5.32,5.78,7.99,7.25,29,25,26,71,3,3,108337,144926,False,0,52,8,0.81,2,4,Medium
CMR2023868,Lisa Ramirez,22,Male,EEE,1,A,CMRIT,Prof. Meena,5.21,9.32,7.32,9.59,9.74,9.67,8.31,6.29,7.27,24,30,29,84,4,5,40930,16493,False,0,56,9,0.69,9,5,Medium
CMR2023926,Vickie Anderson,22,Female,AIML,2,C,CMRIT,Prof. Kavya,5.59,6.42,5.24,8.55,5.41,6.68,6.66,7.05,6.45,30,26,30,60,2,7,53639,106852,True,3,90,6,0.87,5,3,High
CMR2023244,Shannon Rivera,22,Female,AIML,1,A,CMRIT,Prof. Kavya,6.31,9.78,9.17,7.36,8.27,9.46,7.09,7.46,8.04,30,23,20,76,6,4,36288,77670,False,0,28,8,0.82,9,8,Low
CMR2023278,Shannon James,22,Male,MECH,3,C,CMRIT,Prof. Meena,5.66,6.47,8.56,9.8,9.17,8.37,8.67,8.98,8.01,22,29,23,46,6,7,79044,27594,False,0,36,5,0.44,9,8,High
CMR2024026,Lee Steele,22,Female,CIVIL,1,A,CMRIT,Prof. Meena,6.65,9.04,9.2,9.87,5.55,7.3,8.79,5.89,7.84,28,23,21,95,6,3,62760,86539,True,0,27,5,0.97,1,5,Low
CMR2024143,Matthew Wright,21,Male,MECH,2,A,CMRIT,Prof. Meena,5.97,5.79,8.3,9.15,8.74,5.13,5.4,9.98,7.3,26,29,28,60,2,4,18897,81319,False,0,73,9,0.59,8,10,Medium
CMR2023244,Shannon Rivera,22,Female,AIML,1,A,CMRIT,Prof. Kavya,6.31,9.78,9.17,7.36,8.27,9.46,7.09,7.46,8.04,30,23,20,76,6,4,36288,77670,False,0,28,8,0.82,9,8,Low
CMR2023377,Paula Bradley,20,Male,MECH,3,B,CMRIT,Dr. Arvind,6.54,9.51,9.55,8.37,5.02,9.55,5.16,5.13,8.09,25,28,29,81,6,0,88223,92841,True,3,50,8,0.98,3,10,Low
CMR2023222,Elizabeth Oliver DDS,23,Male,ECE,3,B,CMRIT,Dr. Ramesh,8.19,9.61,6.38,7.13,9.52,8.85,6.62,5.81,8.28,21,24,20,68,1,7,105348,106866,False,0,27,6,0.97,4,3,High
CMR2023384,Aimee Turner,23,Female,AIML,4,C,CMRIT,Dr. Arvind,9.49,7.81,6.93,8.01,7.64,5.51,6.39,8.04,7.48,30,21,29,71,0,4,115559,119086,False,0,60,5,0.44,12,8,Medium
CMR2023395,Dana Chapman,20,Male,CIVIL,1,A,CMRIT,Prof. Meena,8.19,9.83,9.39,8.39,9.5,7.25,9.79,7.63,9.01,24,30,25,84,5,1,91820,107505,False,0,55,6,0.43,9,9,Medium
CMR2023516,William Day,21,Female,CSE,3,C,CMRIT,Prof. Meena,6.68,9.02,9.27,8.92,7.04,6.71,9.71,8.6,7.94,28,23,27,97,1,0,78830,74906,True,3,30,9,0.94,13,9,Low
CMR2023699,Brent Hernandez,21,Male,MECH,3,B,CMRIT,Dr. Ramesh,8.65,9.4,7.84,7.32,9.86,5.84,8.45,6.91,8.15,28,20,20,75,6,2,94042,66953,False,0,88,9,0.72,3,2,High
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2024028,Patrick Mccall,19,Male,CSE,3,C,CMRIT,Dr. Arvind,6.81,9.24,9.76,6.6,5.19,5.29,6.54,5.05,7.15,27,28,21,60,7,6,31164,17439,False,0,66,8,0.68,10,6,High
CMR2024070,Susan Powers,18,Female,CIVIL,1,B,CMRIT,Dr. Arvind,8.54,8.4,5.01,8.06,8.27,5.95,7.19,9.4,8.47,25,22,29,90,6,4,85090,28683,True,2,51,7,0.8,0,1,Medium
CMR2023192,Debra Christian,19,Female,MECH,4,C,CMRIT,Prof. Kavya,8.48,8.34,6.88,9.53,7.63,6.28,5.3,6.0,7.3,29,24,20,95,1,0,126886,7184,True,3,54,9,0.9,10,6,Medium
CMR2024066,Yolanda Green,23,Male,CSE,1,B,CMRIT,Prof. Meena,5.1,6.7,6.45,7.42,7.28,8.9,7.92,9.7,5.9,29,24,27,65,4,7,113411,35767,True,0,26,7,0.97,9,8,High
CMR2024064,Rebekah Greene,20,Female,CSE,3,A,CMRIT,Prof. Meena,6.27,9.05,8.8,8.16,7.95,6.04,7.24,7.79,7.71,21,28,27,59,5,7,110830,124932,False,0,75,4,0.31,4,4,High
CMR2023639,Janet Kane DVM,22,Female,ECE,2,C,CMRIT,Dr. Arvind,8.34,6.79,6.18,7.67,9.62,8.99,9.61,8.95,7.25,20,23,20,47,7,1,77910,84194,True,3,30,8,0.9,9,6,High
CMR2023684,James Whitaker,19,Female,CIVIL,4,A,CMRIT,Dr. Ramesh,5.68,7.1,6.95,9.67,9.62,8.97,6.87,7.41,7.78,20,25,28,92,1,5,20466,28977,True,2,20,8,0.42,7,2,Low
CMR2023494,Meghan Cisneros,22,Male,EEE,2,C,CMRIT,Prof. Meena,8.14,9.44,9.9,8.73,8.53,9.91,9.02,6.32,9.05,25,25,23,90,8,2,88926,146654,False,0,29,9,0.39,13,4,Low
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2023894,Dr. Andrea Marshall,23,Female,EEE,1,A,CMRIT,Prof. Kavya,7.97,8.41,5.9,9.68,8.93,8.01,8.16,6.67,8.19,21,28,28,81,7,0,31153,45550,False,0,32,8,0.84,13,1,Low
CMR2023460,Kelsey Rodriguez,18,Female,MECH,2,A,CMRIT,Prof. Meena,6.85,9.37,5.88,9.69,9.61,6.61,6.46,9.47,7.95,23,29,27,91,5,2,125374,69237,False,0,50,5,0.98,8,2,Low
CMR2024190,Candace Mitchell,23,Female,MECH,1,C,CMRIT,Prof. Kavya,5.24,5.69,9.43,6.89,8.19,9.75,7.36,9.14,5.46,25,28,28,57,1,0,39051,21973,False,0,24,9,0.92,12,10,High
CMR2023067,Carol Tucker,19,Male,EEE,4,B,CMRIT,Dr. Arvind,7.49,5.45,6.97,7.29,6.2,7.92,5.24,6.41,6.62,29,30,30,88,6,5,128361,79907,True,0,75,5,0.92,11,6,Medium
CMR2023213,Katherine Salas,21,Male,CSE,2,A,CMRIT,Dr. Ramesh,8.79,8.3,7.26,6.46,8.08,7.24,6.03,9.39,7.7,24,29,30,94,2,4,84835,118961,False,0,31,8,0.31,8,7,Low
CMR2023060,Victoria Garcia,22,Female,ECE,1,A,CMRIT,Dr. Arvind,8.3,6.53,8.01,7.13,8.45,6.76,5.21,9.35,7.42,25,29,26,100,0,2,76973,20036,True,3,66,8,0.86,10,3,Medium
CMR2023228,Michael Bradshaw,21,Male,CIVIL,3,C,CMRIT,Prof. Kavya,7.19,9.63,5.2,5.5,9.24,8.06,8.89,5.08,7.47,27,21,20,84,2,3,6893,52032,True,2,73,9,0.87,12,8,Medium
CMR2023039,Brittany Farmer,23,Female,CSE,2,B,CMRIT,Dr. Ramesh,8.1,9.72,6.64,8.05,8.24,8.18,7.32,8.51,8.13,30,26,21,48,6,7,41641,16887,True,2,83,4,0.37,14,9,High
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023978,Derek Wright,23,Female,CIVIL,1,A,CMRIT,Dr. Ramesh,5.32,5.69,7.8,6.76,6.77,8.38,8.45,8.18,5.51,24,25,20,98,7,4,53494,29697,False,0,46,6,0.46,1,3,High
CMR2023039,Brittany Farmer,23,Female,CSE,2,B,CMRIT,Dr. Ramesh,8.1,9.72,6.64,8.05,8.24,8.18,7.32,8.51,8.13,30,26,21,48,6,7,41641,16887,True,2,83,4,0.37,14,9,High
CMR2023945,Paula Brown,21,Male,AIML,4,C,CMRIT,Dr. Arvind,5.52,8.3,6.01,8.42,7.06,7.85,9.41,6.7,7.41,23,28,22,65,4,2,15811,29706,True,2,23,7,0.86,2,7,Medium
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2023455,Marie Moody,22,Male,MECH,4,A,CMRIT,Dr. Arvind,6.36,7.04,5.09,7.07,5.65,6.34,8.0,9.88,6.93,25,21,23,92,7,6,63936,9737,False,0,48,4,0.73,11,10,High
CMR2024180,Michelle Walls,19,Female,MECH,2,C,CMRIT,Dr. Arvind,7.75,6.69,6.37,6.58,9.35,6.06,8.85,9.47,6.85,26,20,23,75,7,3,86478,141152,True,1,74,7,0.68,14,4,Medium
CMR2023619,Elizabeth Mendez,19,Female,CIVIL,4,C,CMRIT,Prof. Meena,6.17,7.13,9.13,9.37,7.7,9.38,9.24,5.89,8.0,30,25,26,86,6,6,12643,93728,True,3,22,7,0.85,9,9,High
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2024027,Steve Rivera,20,Male,CIVIL,2,B,CMRIT,Prof. Kavya,5.51,8.04,6.85,7.32,9.21,9.89,9.23,9.2,6.93,21,22,21,86,6,1,140006,87416,True,3,44,6,0.36,1,5,Medium
CMR2023621,Lisa Perry,18,Female,MECH,4,A,CMRIT,Dr. Arvind,7.02,5.75,5.36,8.26,9.69,5.36,7.85,6.64,6.99,26,27,29,90,8,0,15337,145052,False,0,50,7,0.74,8,5,Medium
CMR2023318,Stephen Hoffman,21,Male,AIML,2,A,CMRIT,Dr. Arvind,6.62,5.07,8.27,5.06,6.06,6.1,8.29,6.39,6.25,29,25,20,90,2,4,22650,62294,False,0,58,8,0.65,1,9,Medium
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023453,Cynthia Vang,23,Female,AIML,2,A,CMRIT,Dr. Ramesh,5.63,5.72,7.47,9.46,6.73,7.29,8.09,9.59,7.07,28,29,27,64,8,1,15653,25063,False,0,67,4,0.4,11,2,High
CMR2023753,Jennifer Porter,21,Female,CIVIL,4,C,CMRIT,Prof. Meena,8.82,8.06,6.77,9.15,5.69,7.24,6.54,7.54,7.48,29,22,25,87,4,2,90498,63593,False,0,75,9,0.75,12,8,Medium
CMR2024128,Anna Briggs,22,Female,AIML,4,B,CMRIT,Prof. Kavya,7.01,6.11,9.92,6.38,7.94,9.85,5.1,9.54,7.73,25,28,28,78,3,5,6833,128440,True,3,28,6,0.88,2,3,Low
CMR2023494,Meghan Cisneros,22,Male,EEE,2,C,CMRIT,Prof. Meena,8.14,9.44,9.9,8.73,8.53,9.91,9.02,6.32,9.05,25,25,23,90,8,2,88926,146654,False,0,29,9,0.39,13,4,Low
CMR2023943,Kathryn Price,21,Male,EEE,1,C,CMRIT,Dr. Ramesh,5.78,6.23,8.38,6.95,8.13,8.4,7.21,6.93,6.01,27,30,26,62,2,1,58607,92896,True,1,39,5,0.78,1,9,Medium
CMR2023402,Mary Thompson,19,Male,EEE,4,B,CMRIT,Dr. Arvind,8.34,9.8,7.46,8.34,6.96,8.49,5.54,7.08,7.75,26,22,20,68,0,5,79297,124821,True,3,21,8,0.51,10,10,Medium
CMR2023149,Stephanie Manning,21,Male,EEE,3,C,CMRIT,Dr. Arvind,5.65,7.92,6.28,6.65,8.55,5.77,5.77,6.61,6.8,20,30,29,73,1,8,83945,133594,False,0,29,9,0.52,3,3,High
CMR2023643,Courtney Smith,23,Male,ECE,1,C,CMRIT,Dr. Arvind,9.91,5.75,6.43,5.64,9.2,7.96,8.5,6.83,7.83,25,26,21,89,1,3,5324,61260,False,0,36,9,0.71,13,1,Low
CMR2024177,Tracy Chavez,21,Female,CIVIL,2,B,CMRIT,Prof. Meena,5.76,5.38,6.89,8.73,5.59,5.13,5.98,7.49,6.69,30,28,21,79,6,3,29332,19383,False,0,76,4,0.97,12,10,High
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2023977,Margaret Tanner,20,Male,CIVIL,3,B,CMRIT,Dr. Ramesh,6.81,8.6,7.98,7.66,7.0,5.83,9.11,5.26,7.31,23,24,22,94,5,4,56419,16974,False,0,77,5,0.94,7,3,High
CMR2023403,Kathleen Webster,19,Female,CIVIL,4,B,CMRIT,Dr. Ramesh,9.91,6.79,9.28,7.52,6.74,8.53,6.95,5.31,7.63,30,22,25,64,7,2,93943,125450,True,2,58,7,0.35,13,8,Medium
CMR2023356,Jesse Perry,23,Female,CIVIL,3,C,CMRIT,Prof. Kavya,9.08,6.1,6.34,7.91,9.04,8.76,5.78,6.16,7.87,26,25,22,52,7,2,130568,29560,False,0,43,7,0.43,13,3,High
CMR2023227,Michael Warner,20,Male,EEE,2,C,CMRIT,Dr. Ramesh,9.09,5.53,7.49,9.0,6.1,9.02,7.13,9.06,7.78,30,26,25,47,4,2,36667,148100,True,2,47,4,0.72,5,2,High
CMR2023228,Michael Bradshaw,21,Male,CIVIL,3,C,CMRIT,Prof. Kavya,7.19,9.63,5.2,5.5,9.24,8.06,8.89,5.08,7.47,27,21,20,84,2,3,6893,52032,True,2,73,9,0.87,12,8,Medium
CMR2023182,Angela Vaughn,18,Female,ECE,2,B,CMRIT,Dr. Ramesh,7.43,7.19,6.47,8.49,5.95,5.93,6.74,8.66,7.39,24,29,28,89,8,6,47033,23055,True,3,57,6,0.68,7,1,High
CMR2024187,Donna Boone,22,Female,ECE,2,A,CMRIT,Prof. Meena,9.21,8.49,6.77,7.18,7.37,5.84,5.04,5.06,7.91,26,21,30,84,5,2,122133,58659,False,0,59,7,0.71,12,5,Medium
CMR2023388,Sandra Drake,22,Male,MECH,4,C,CMRIT,Prof. Meena,9.88,6.61,8.65,6.13,6.32,6.48,5.41,7.79,7.16,23,30,30,92,6,3,58973,25451,True,3,27,5,0.31,3,8,Medium
CMR2023964,Eric Taylor,23,Female,CIVIL,2,B,CMRIT,Dr. Ramesh,5.2,5.17,9.4,8.38,5.71,7.73,8.32,5.43,7.04,30,26,20,65,3,0,88788,27548,True,2,55,5,0.88,7,2,Medium
CMR2023413,Joanna Pacheco,21,Male,EEE,4,B,CMRIT,Dr. Ramesh,6.12,6.9,8.3,7.66,8.3,5.16,8.81,9.69,7.62,29,25,24,91,1,8,61765,12168,False,0,99,7,0.91,12,1,High
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2023893,Cassie Brock,22,Male,EEE,2,B,CMRIT,Dr. Ramesh,6.76,5.32,7.47,5.29,7.91,6.85,9.94,8.81,6.21,30,26,22,41,2,0,111164,149160,True,2,90,8,0.61,3,9,High
CMR2023989,Karen Johnson,23,Male,EEE,2,A,CMRIT,Dr. Ramesh,9.36,6.57,6.22,6.4,5.3,7.73,5.8,5.01,7.14,23,28,30,83,1,6,148367,49317,False,0,50,5,0.32,8,4,High
CMR2023624,Shelley Miller,21,Male,AIML,3,C,CMRIT,Prof. Kavya,7.47,8.75,8.95,7.66,8.41,5.0,8.22,8.41,7.71,23,25,20,76,0,0,75602,12837,False,0,69,7,0.81,5,8,Medium
CMR2023727,Nancy Stewart,19,Female,ECE,1,A,CMRIT,Prof. Kavya,7.31,8.37,7.13,6.17,5.39,6.57,6.45,7.62,7.84,28,29,25,88,4,4,108146,96404,False,0,72,9,0.6,4,6,Medium
CMR2024128,Anna Briggs,22,Female,AIML,4,B,CMRIT,Prof. Kavya,7.01,6.11,9.92,6.38,7.94,9.85,5.1,9.54,7.73,25,28,28,78,3,5,6833,128440,True,3,28,6,0.88,2,3,Low
CMR2023698,Renee Browning,18,Female,CSE,1,B,CMRIT,Prof. Kavya,6.13,8.76,5.03,5.95,8.5,5.84,8.24,8.04,7.45,30,22,21,46,1,8,97424,142476,True,3,20,9,0.56,1,7,High
CMR2023970,Nicholas Rush,23,Male,EEE,3,C,CMRIT,Prof. Kavya,9.04,7.83,5.53,6.62,8.11,7.4,5.76,6.61,7.42,29,27,26,98,4,1,82695,11537,True,2,88,4,0.52,14,2,High
CMR2023204,Erin Warner,23,Female,AIML,1,A,CMRIT,Dr. Ramesh,7.32,8.98,8.69,6.04,8.08,7.07,5.23,6.75,8.15,30,23,20,89,0,1,57740,78826,False,0,28,6,0.51,8,6,Low
CMR2023904,Ashley Moreno,23,Male,ECE,1,A,CMRIT,Prof. Kavya,8.63,9.86,7.77,9.46,7.44,8.09,5.08,7.37,9.25,27,29,21,79,2,3,90825,44248,False,0,55,7,0.38,4,1,Medium
CMR2023203,Joseph Coleman,23,Female,ECE,4,C,CMRIT,Prof. Kavya,8.48,8.06,5.55,8.65,8.14,9.94,7.42,8.44,8.09,24,26,29,71,2,3,87965,73068,False,0,36,8,0.69,8,8,Medium
CMR2023916,Jason Herrera,23,Male,AIML,3,A,CMRIT,Prof. Meena,7.47,7.96,6.49,6.69,5.41,8.2,9.32,8.49,7.04,26,23,30,75,5,8,148406,63878,False,0,54,5,0.96,4,7,High
CMR2023002,Angie Henderson,21,Female,EEE,3,A,CMRIT,Dr. Arvind,6.78,8.35,8.51,8.42,5.36,8.17,7.67,6.22,7.6,27,26,24,98,5,3,62570,90008,True,1,24,6,0.58,1,4,Low
CMR2023127,Jason Powell,22,Female,CSE,2,B,CMRIT,Prof. Meena,5.72,8.04,8.47,5.19,9.45,6.66,6.19,8.73,6.86,24,25,20,95,3,2,93569,84444,False,0,55,7,0.9,10,2,Medium
CMR2023991,Brian Harris,18,Female,CIVIL,1,A,CMRIT,Prof. Meena,9.57,7.28,7.17,6.34,6.83,8.97,8.97,8.36,8.43,29,25,21,96,1,4,52265,61804,False,0,20,8,0.56,12,2,Low
CMR2023983,Sean Curtis,20,Female,CSE,3,C,CMRIT,Prof. Kavya,9.59,5.63,8.39,8.62,7.2,8.38,5.5,5.87,7.97,23,24,23,81,2,0,144202,144091,True,2,84,6,0.9,1,5,High
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
